id	review	label
37	"A tough sell: British playwright Ronald Harwood adapts his autobiographical stage drama into loud bellowing film about WWII Shakespearean theatrical troupe saddled with an aged blustery brilliant-but-unreliable star at the end of his tether. The actor's effete assistant works diligently to get his master coiffed and costumed for a production of ""King Lear"" (during an Air Raid!) yet both men are losing their grip on their unraveling situation. Based on the waning years of actor Donald Wolfit whose dresser was Ronald Harwood this acclaimed production would seem to be a welcome haven for scenery-chewing thespians. Unfortunately Albert Finney (at this point in his career not at all elderly) seems too robust and quick-thinking to play the actor; Finney (and Oscar-nominated director Peter Yates) cannot modulate Sir's moods and bouts of coherency in a way that makes sense to us so that in one scene he's stopping a train with the commanding echo of his voice and in the next he's curiously falling apart. With such a wreck of a human being in the midst of failing health and aptitude one would assume a dedicated assistant would go to great lengths to protect his boss (and his future) yet servant Tom Courtenay prods and badgers and goads Finney to carry on rather than rest. Courtenay who played this part on stage (and was nominated for an Oscar alongside Finney for Best Actor) is far more attuned to his role and eventually his bleating commands and confusion achieve the only real feeling in the film. These two thankfully do not peck at each other's heads and scenarist Harwood is careful not to fall into a love-hate pattern (which could possibly be perceived in the film's first act); but without a juxtaposition of servant vs. celebrity there's nothing much to behold in this portrait except for the deterioration of narcissism the hint at what once was. *1/2 from ****"	0
38	"Blake Edwards' legendary fiasco begins to seem pointless after just 10 minutes. A combination of The Eagle Has Landed Star! Oh! What a Lovely War! and Edwards' Pink Panther films Darling Lili never engages the viewer; the aerial sequences the musical numbers the romance the comedy and the espionage are all ho hum. At what point is the viewer supposed to give a damn? This disaster wavers in tone never decides what it wants to be and apparently thinks it's a spoof but it's pathetically and grindingly square. Old fashioned in the worst sense audiences understandably stayed away in droves. It's awful. James Garner would have been a vast improvement over Hudson who is just cardboard and he doesn't connect with Andrews and vice versa. And both Andrews and Hudson don't seem to have been let in on the joke and perform with a miscalculated earnestness. Blake Edwards' SOB isn't much more than OK but it's the only good that ever came out of Darling Lili. The expensive and professional look of much of Darling Lili only make what it's all lavished on even more difficult to bear. To quote Paramount chief Robert Evans ""24 million dollars worth of film and no picture""."	0
39	I'm not a big fan of musicals, although this technically might not qualify as a musical. But I thought I would give it a chance as I love war movies. It was mediocre at best.<br /><br />Hudson seems totally out of kilter in this role. It just didn't work for me. Julie Andrews probably played her part as best as she could, but I just find it hard to buy her as a conniving, deceptive spy. Sorry, I know that is classic stereotyping on my part. But I have to say I think this is Julie at her most beautiful and feminine looking. I always thought of her as more matronly, but then surely that's a result of her roles in Sound of Music and Mary Poppins. No doubt they were desperately trying to get her out of that typecasting in this role. She was quite beguiling in appearance here, but I still didn't buy her as a spy.<br /><br />I couldn't keep my focus through the whole movie and found myself tuning in and out - and having conversations with those in my room (which I usually never do - I'm always shushing everybody). So that tells you how little it held my attention. Don't waste your time!	0
40	"David Bryce's comments nearby are exceptionally well written and informative as almost say everything I feel about DARLING LILI. This massive musical is so peculiar and over blown over produced and must have caused ruptures at Paramount in 1970. It cost 22 million dollars! That is simply irresponsible. DARLING LILI must have been greenlit from a board meeting that said ""hey we got that Pink Panther guy and that Sound Of Music gal... lets get this too"" and handed over a blank cheque. The result is a hybrid of GIGI ZEPPELIN HALF A SIXPENCE some MGM 40s song and dance numbers of a style (daisies and boaters!) so hopelessly old fashioned as to be like musical porridge and MATA HARI dramatics. The production is colossal lush breathtaking to view but the rest: the ridiculous romance Julie looking befuddled Hudson already dead the mistimed comedy and the astoundingly boring songs deaden this spectacular film into being irritating. LILI is like a twee 1940s mega musical with some vulgar bits to spice it up. STAR! released the year before sadly crashed and now is being finally appreciated for the excellent film is genuinely is... and Andrews looks sublime mature especially in the last half hour......but LILI is POPPINS and DOLLY frilly and I believe really killed off the mega musical binge of the 60s..... and made Andrews look like Poppins again... which I believe was not Edwards intention. Paramount must have collectively fainted when they saw this: and with another $20 million festering in CATCH 22 and $12 million in ON A CLEAR DAY and $25 million in PAINT YOUR WAGON....they had a financial abyss of CLEOPATRA proportions with $77 million tied into 4 films with very uncertain futures. Maybe they should have asked seer Daisy Gamble from ON A CLEAR DAY ......LILI was very popular on immediate first release in Australia and ran in 70mm cinemas for months but it failed once out in the subs and the sticks and only ever surfaced after that on one night stands with ON A CLEAR DAY as a Sunday night double. Thank god Paramount had their simple $1million (yes ONE MILLION DOLLAR) film LOVE STORY and that $4 million dollar gangster pic THE GODFATHER also ready to recover all the $77 million in just the next two years....for just $5m.... incredible!"	0
41	"Years ago when DARLING LILI played on TV it was always the pan and scan version which I hated and decided to wait and see the film in its proper widescreen format. So when I saw an inexpensive DVD of this Julie Andrews/Blake Edwards opus I decided to purchase and watch it once and for all.<br /><br />Boy what a terrible film. It's so bad and on so many levels that I really do not know where to start in describing where and when it goes so horribly wrong. Looking at it now it's obvious to any fans of movies that Blake Edwards created this star vehicle for his wife simply because so many other directors had struck gold with Andrews in musicals (MARY POPPINS SOUND OF MUSIC THOROUGHLY MODERN MILLIE etc) but also because Andrews was snubbed from starring in projects made famous on stage by Julie herself (CAMELOT MY FAIR LADY etc) because Hollywood thought she wasn't sexy or glamorous enough. So Blake created this stillborn effort to showcase his wife in a bizarre concoction of spy story/war movie/romance/slapstick comedy/musical. DARLING LILI suffers from multiple personalities never knowing who or what it is. Some specific scenes are good or effective but as a whole it just doesn't work at all to a point of it being very embarrassing.<br /><br />Mind you the version on the DVD is the ""director's cut"" or in this case ""let's salvage whatever we can"" from this notorious box office flop. In releasing the DVD Edwards cut 19 scenes (19!!!!!!!!) from the original bloated theatrical version into this more streamlined and yet remarkably ineffective version. The film moves along with no idea of what it is. We are 25 minutes into it and we still don't know what's going on or why we're watching what's going. What kind of spy is Lili? How powerful is she? Was she ever responsible for someone's death? Instead we watch a thoroughly bored looking Rock Hudson trying to woo a thoroughly bored looking Julie Andrews. Things aren't helped much with the inexplicable reason why the two fall in love. Why does Julie fall for Hudson? Why him and not other men she got involved with? There should have been one of her ex hanging around trying to win her back or trying to decipher her secret. This would have given us some much needed contrast to the muddled action. It would also have given us some impetuous to the sluggish proceedings. There's no catalyst in this story.<br /><br />One only has to look at the cut scenes to clearly see that Edwards and the writer just came up with ideas inspired by Andrews' (and Edwards') previous successes. The best (or worst) example is the scene when Andrews and Hudson follows a group of children who sing in the middle of a forest. Edwards channeling SOUND OF MUSIC. It's no wonder he removed it from the DVD. Back in 1970 that scene might have worked on a certain level but today that moment reeks of desperation. There are other plot elements directly inspired by Andrews/Edwards other films. The endless scenes of dogfights is inspired by the much better MODERN MILLIE. The musical moment ""I'll give you three guesses"" was created just to make fun of Julie's MARY POPPINS persona which is turned ""raunchy"" with Julie doing a striptease in the act. The ending bird's eye view of Julie running towards Hudson's plane is another ""wink"" at SOUND OF MUSIC.<br /><br />The whole thing is confusing. Julie plays a singer born from a German father and British mother who lives in England but sings her (English) songs in Paris. You never know exactly where the story takes place. Some moments are just badly edited. Like when Julie and her ""uncle"" are on horseback. They talk and talk and then Julie suddenly sprints off in mid-sentence. I'm like ""what happened here?""<br /><br />The comedy bits are unfunny and cringe-worthy. Every scene with the French police are pathetic. Where's Peter Sellers when you really need him. The action is stupid beyond belief. When Julie and her ""uncle"" are on their way to Germany on that train Hudson's squadron shoots rounds of bullets at the train almost killing Lili in the process. Brilliant. What's also funny about that scene is the two leave on the train in the middle of the night but Hudson and his squadron reach the train even though they fly off the next morning. That's one slow moving train there. <br /><br />The musical moments. The beginning is the best part of the entire film (and the reason I gave this film 3 stars) but it's effect is diminished considerably because it's repeated at the end. Speaking of redundant did we really need to see a can-can dance Crepe Suzette stripping scene and Julie stripping too? The ""Girl in no man's land"" is OK even if it's bleeding obvious but that moment just doesn't make any sense whatsoever because Lili sings it to a group of injured soldiers at a French hospital making me wonder: how many soldiers there were injured indirectly by the result of her spying?<br /><br />The whole project is listless and without energy. The romance is 100% unbelievable. Rock Hudson is way too old and tired looking (check out the museum scene). Julie looks dazed like she's on Valium. But what really kills this ill-conceived project is Julie playing a German spy. Edwards desperately wanted to dispel the Mary Poppins syndrome afflicting his wife and believed that playing a traitor was a good career decision. As much as I like Julie she's no Greta Garbo who pulled it off so beautifully in MATA HARI. Funny enough even if Julie plays a German spy she still comes across as cloying and cute.<br /><br />How bad is DARLING LILI? Even after 37 years since its release Blake Edwards felt he still needed to work on it for its DVD release."	0
42	"Julie Andrews satirically prods her own goody-two-shoes image in this overproduced musical comedy-drama but if she approaches her role with aplomb she's alone in doing so. Blake Edwards' film about a woman who is both music-hall entertainer and German spy during WWI doesn't know what tone to aim for and Rock Hudson has the thankless task of playing romantic second-fiddle. Musicals had grown out of favor by 1970 and elephantine productions like ""Star!"" and this film really tarnished Andrews' reputation leaving a lot of dead space in her catalogue until ""The Tamarind Seed"" came along. I've always thought Julie Andrews would've made a great villain or shady lady; her strong voice could really command attention and she hits some low notes that can either be imposing or seductive. Husband/director Edwards seems to realize this but neither he nor Julie can work up much energy within this scenario. Screenwriter William Peter Blatty isn't a good partner for Edwards and neither man has his heart in this material. Beatty's script offers Andrews just one fabulous sequence--a striptease. *1/2 from ****"	0
43	Blake Edwards tried very hard to change Julie Andrews image in this film. He tried to make her sexy not realizing she already was. I think they were both still a bit irked that Julie had not been chosen to film her Broadway success of Camelot and was passed over as not being sexy enough. Unfortunately, they chose this vehicle to try and assuage this belief. It gets to the point where it is almost funny seeing Rock Hudson, who we all know now was gay, kissing Julie every 2 minutes throughout this movie. It seems now that they were not only trying to make you believe that Julie was a femme fatale but that Rock was straight. Sadly, they have absolutely no chemistry together and the unending kissing scenes start grossing one out. The other error they made with this picture was not knowing what kind of movie they were making. It is almost three separate movies. There is the drama of Julie as the German spy trying to get military secrets from Rock. There is an air war movie with lots of footage of WWI vintage planes swooping about and there is the stupid attempts at humor that Blake Edwards seems to think he has to insert in every one of his pictures whether it is appropriate or not, In this case, it was not. The only truly redeeming qualities in this film are looking at the always lovely Dame Julie and hearing her sing in that crystal clear bell-like soprano. Of course if you love her, you may overlook the weaknesses of this film just because of her. You can always tell yourself, afterward, that it was a hell of a lot better than sitting through STAR!	0
44	An obvious vanity press for Julie in her first movie with Blake. Let's see. Where do we begin. She is a traitor during a world war, she redeems that by falling in love, her friends (who are presumably patriots because they are German citizens) are expendable and must die, and she winds up as a heroine. OK. The scenes with the drunken pilot and the buffoons who work for French intelligence can't even be described, and we won't even mention Rock's romantic scenes with a female. (By the way, when they visit a museum, look at his gaze - I reran it on video and it's priceless). Is it a farce or is it a romantic classic or is it a war movie? I don't know and you won't either.	0
45	Some may go for a film like this but I most assuredly did not. A college professor, David Norwell, suddenly gets a yen for adoption. He pretty much takes the first child offered, a bad choice named Adam. As it turns out Adam doesn't have both oars in the water which, almost immediately, causes untold stress and turmoil for Dr. Norwell. This sob story drolly played out with one problem after another, all centered around Adam's inabilities and seizures. Why Norwell wanted to complicate his life with an unknown factor like an adoptive child was never explained. Along the way the good doctor managed to attract a wifey to share in all the hell the little one was dishing out. Personally, I think both of them were one beer short of a sixpack. Bypass this yawner.	0
46	Few movies have dashed expectations and upset me as much as Fire has. The movie is pretentious garbage. It does not achieve anything at an artistic level. The only thing it managed to receive is a ban in India. If only it was because of the poor quality of film making rather than the topical controversy, the ban would have been more justifiable.<br /><br />Now that I've got my distress out of my system, I am more able to analyse the movie: <br /><br />* From the onset the movie feels unreal especially when the protagonists start conversing in English. The director, of course, did not make the movie for an Indian audience, however it underestimated its international audiences by over simplifying it. Watching the character of the domestic help conversing in perfect English is too unreal to be true.<br /><br />* Next we get regular glimpses into Radha's dreams. These scenes are not very effective. They coming up as jarring and obstruct the flow of the movie. I'm still wondering how that philosophical dialogue connected to the story. I felt that the surrealism was lost.<br /><br />* The love scenes felt voyeuristic and are probably meant for audience titillation rather than being a powerful statement. In any case, they do not achieve either of the two.<br /><br />* The names chosen for the women, Radha and Sita, are names of Hindu deities and hence been selected to shock the audiences. However, since the film wasn't meant for Indian audiences in the first place, the shock-through-name-selection is not meant to achieve its goal, which is absurd.<br /><br />* The quality of direction is very poor and some key and delicate scenes have been poorly handled. A better director could have made a powerful emotional drama out of the subject.<br /><br />* The acting felt wooden although Nandita Das brought some life into the role, the others were wasted. I always thought that Shabana Azmi was a good actress but her talent is not evident in this film. The male leads were outright rubbish.<br /><br />In case you are a fan of Earth and wish to see more of the director, stay away from this one. Please.	0
47	"For years I've been a big fan of Park's work and ""Old boy"" is one of my all-times favorite.<br /><br />With lots of expectation I rented this movie only to find the worst movie I've watched in awhile. It's not a proper horror movie; there's no suspense in it and even the ""light"" part is so lame that I didn't know whether to laugh or cry.<br /><br />I introduced my younger brother to Chan-Wook Park and what a disappointment he got from this. For me an idol has fallen.<br /><br />If you loved movies like ""Old boy"" the Mr & Lady ""Vengeance"" or even his short films on ""Three extremes"" don't waste your time the film's not worth it."	0
48	"Might end up being the biggest disappointment that I will see in 2009. I seem to be the rare person who disliked Park's Oldboy but I think that his ""Lady Vengeance"" and ""Sympathy for Mr. Vengeance"" are among the best films I've seen in the 2000's decade. Therefore I really was looking forward to see this especially as it got such positive reviews. Instead I found the film clich�d and broke little if any new ground to the vampire genre. And while I can appreciate a bit of gallows humor in movies like this I felt Park did this at very inopportune times.<br /><br />Others have compared/contrasted this to ""Let the Right One In"" and I have to say that ""Let the Right One In"" was far superior to this one and was a fresh take on the vampire genre. Sadly Park's take was a tired one."	0
49	Bloody Birthday opens to a shot of Meadowvale General Hospital. There three babies are being born at precisely the same time during a total eclipse. A caption informs us that it is now 'Meadowvale, California June 1, 1980'. Two teenage lovers, Duke Benson (Ben Marley) and Annie Smith (Erica Hope) are getting down to business in an open grave. They hear noises and Duke investigates. Both Duke and Annie are murdered. Sheriff Jim Brody (Bert Kramer) is baffled and only has the handle of a child's skipping rope that Annie was holding, as a clue. Unfortunately before Sheriff Brody can solve the case his youngest daughter Debbie (Elizabeth Hoy) and two of her friends Curtis Taylor (Billy Jayne as Billy Jacoby) and Steven Seton (Andy Freeman) murder him. Just as they are finishing Sheriff Brody off another young boy from their class named Timmy Russel (K.C. Martel) turns up, the three killers are unaware of how much he saw. Soon after the incident Timmy plays with Steven and Curtis in a junkyard. Curtis locks Timmy into an old locker. Timmy manages to escape and tell his sister Joyce (Lori Lethin), but she doesn't believe him at first. The three children carry on their murder spree. Their strict teacher Miss Davis (Susan Strasberg) a lovemaking couple (John Avery and Sylvia Wright) in a van and Debbie's older sister Beverly (Julie Brown) are among their victims. Joyce begins to have her suspicions about Debbie, Curtis and Steven which makes her and Timmy a target for the evil trio. Will they be able to convince the authorities that these three innocent looking 10 year olds are really soulless killers?<br /><br />Co-written and directed by Ed Hunt I have an intense dislike for this film. I think it's absolutely awful and doesn't have a single enjoyable aspect to it's 83 minute running time. The script by Hunt and Barry Pearson gives us no explanation for the child killers motives beyond the solar eclipse that blocks out Saturn and therefore for some bizarre astrological reason these three children don't have any conscience, so these are the only children ever born during a total eclipse? If that is true why do they wait until just before their tenth birthday's before starting their killing spree? I guess it just suddenly kicks in, right? To it's credit it is reasonably well paced but I still found it incredibly boring and tedious to sit through. The film as a whole is very unexciting and predictable, the children are revealed as the killers within the first 10 minutes and as I've mentioned next to no motive is given. It's very silly at times, too. Check out the scene where Debbie stops Steven by throwing a bowl of water over him! The Sheriff's death is put down to him falling down some steps, yeah right the injuries suffered from that type of accident aren't going to be the same as if your beaten to death with a baseball bat like he was in reality, any competent Doctor or Pathologist would have spotted that within 5 seconds. There isn't a single drop of blood spilt in the entire film and all of the lame killings are dull and unimaginative. There is some out-of-place looking nudity as Debbie charges 25c to let boys peek through a hole while her sister Beverly strips. There is an early scene just after the 5 minute mark when Joyce walks from the kitchen to the living room and the boom mike is clearly visible at the top of the screen, not even a little bit of it the whole damn thing. The general incompetence continues throughout the film. The whole production is bland and instantly forgettable. The acting is poor throughout, those three kids are very annoying and got on my nerves right from the start and made sitting through this film even more of a chore, especially Curtis in his geeky over-sized glasses. I just hate this film really, simple as that. I can't think of a single good thing to say about it. Definitely one to avoid.	0
50	This movie cannot be serious because it has a nerdy looking kid named Curtis killing people. The other two psycho kids are kind of cute but that Curtis kid is just so ugly because he wears these huge, brown, ugly glasses. The actor probably wandered on the wrong set and he was really supposed to go to Revenge of the Nerds.<br /><br />Another thing that I hate so much about this movie is that Curtis takes his sweet time shooting people. I kept my finger on the fast forward button because he took too long and what was up with his voice? He sounded like he was fourteen and not ten. Another thing I hated was that he kept smiling like an idiot and there was no point to that.<br /><br />Then they put that annoying kid in the freezer and somehow he found a flashlight in there. That didn't make any sense and neither did the music. The music didn't fit any of the scenes.<br /><br />This movie is slow, boring and a waste of time. Watch a different movie on your birthday.	0
51	A mean spirited, repulsive horror film about 3 murderous children. Susan Strasberg is totally wasted in a 5-minute cameo, even though she receives star billing. If your a Julie Brown fan, you'll want to check it out, since she's naked in a couple of shots. All others,avoid.	0
52	Bloody Birthday is a totally rubbish slasher movie from beginning to end. <br /><br />I found the acting to be pretty good considering the genre of movie and its obvious low budget. I don't know what was going on with the cinematography but it looked ghastly. Way too over-saturated. Maybe this is a bad transfer to DVD or maybe it always looked like that, I don't know. <br /><br />There really are no redeeming qualities to speak of. There are a few deaths but not really gory. I wouldn't bother with it if I was you. The best thing about the DVD was the 15 minute interview with producer Max Rosenberg who was very amusing and honest. He didn't have anything good to say about director Ed Hunt and admits the movie was a failure, but he would like to re-make it as he believes it has a decent plot. However, he died in 2004 so I guess it will be up to someone else to take on that challenge. With the way things have been going in the last few years it wouldn't surprise me, there's at least one re-make per week at the cinema these day. It couldn't be any worse than the original I suppose but I couldn't care less whether it got re-made or not.	0
53	"When you make a film with a killer-kids premise there are two effective ways to approach it; you can either make it as realistic as possible creating believable characters and situations or you can make it as fun as possible by playing it for laughs (something which the makers of ""Silent Night Deadly Night"" did for example on an equally controversial subject: a killer Santa). The people who made ""Bloody Birthday"" however do neither of those things; they simply rely on the shock value of the image of a kid with a gun (or a knife or a noose or an arrow) in his/her hand. The result is both offensive and stupid. The whole film looks like a bad idea that was rushed through production (and then kept from release for several years). It's redeemed a tiny bit by good performances from the kids but it's VERY sloppily made. (*1/2)"	0
54	When people say children are annoying u think ya my little cousins can be annoying and i said LITTLE. These children are turning 10 and they are without a doubt the most annoying bratty children you will ever encounter (in a film). Lets start with the blonde - Debbie - She's a slut of a girl, i mean come on she wears mini skirts, she has stupid frizzy blonde hair and a freckley red bunny like face. She acts so innocent. Next we have the second child - the Geek - who thinks he's so cool, with his long range shooting and his use of a silencer (a coat over the gun) and most of all his evil bratty smile. The next kid is the quiet one you don't care about so thats all on him. This film angered me at the children's intelligence and the only enjoyment i got was from my cousin who kept bitching about them.	0
55	'Bloody Birthday' is an odd and, at times, humorous low-budget horror flick along the lines of 'Mikey' or a less intelligent version of 'The Good Son'.<br /><br />Set in a small Californian town, three babies are born at the height of an eclipse, where planetary alignment means they are somehow born without emotions. Ten years later, our three little psychopaths take themselves on a killing spree, doing away with parents, siblings, teachers and anyone else who irritates them. Only one teenage girl knows the truth to be able to stop them. There is no explanation for why babies across the world born at the same time aren't equally as twisted but there you go!<br /><br />For a slasher film, it's very tame in terms of violence and gore, which I suppose highlights the problem of casting child characters as the killers as there is only so much you can expose the young actors to. Instead, it's amusing and a little disturbing seeing three ten-year-olds plotting murders and carrying out their plans using guns, knives and crossbows. The main reason why it doesn't descend into being totally ridiculous is because the child actors are very convincing in their roles with the way they slyly play the little innocents in front of undiscerning adults while showing their dark side to the girl who knows the truth.<br /><br />'Bloody Birthday' is rather mediocre as a horror flick, with few scares and little blood, but because it has the shock factor of having kids as the killers, it is a bit unique in that way. One to watch if there's nothing else on.	0
56	Is it a poorly acted, cliche-ridden pile of trash? Of course. Anyone who doesn't realize that when they pick up the box in the video store probably doesn't have any right judging movies in the first place. Thus, I will now rate the aspects of the film that we actually care about on a scale of 1 to 10:<br /><br />Violence and gore: 4 -- For this genre, there are very few deaths, and the gore is almost non-existent. Anyone looking for a little blood should probably look elsewhere. The only redeeming quality is the fact that kids are doing these awful things, which raises the bar a little.<br /><br />Suspense: 1 -- Okay, I feel bad for anyone who gets scared by this trio of dorky looking kids.<br /><br />Nudity/sex: 7 -- Lots of boobage from three different women, one of whom is the MTV vj Julie Brown. There are two sex scenes, but little is shown in them.<br /><br />Unintentional humor -- 4 -- There are a few good laughs with the kids trying to act scary, but all in all, it's just bad, not funny bad.<br /><br />Overall -- 4 -- It's not unwatchable. There are a few fun moments, and enough nudity to keep your attention for the entire movie. However, only watch this movie if you're a big fan of the 80's slasher flicks. This definitely falls on the lower end of the scale, but it's not all the way at the bottom. The real downside is the disappointing ending. It almost ruined the movie for me.	0
57	Formulaic slasher film, only this one stars three ten year olds (all born during a lunar eclipse) as the killers. Nice, huh? A little bit of gore and a nice nude scene may make this worthwhile for diehard fans of the genre, others beware.<br /><br />*1/2 out of ****	0
58	"Cover Girl is a lacklustre WWII musical with absolutely nothing memorable about it save for its signature song ""Long Ago and Far Away."" This film came out before Gene Kelly really hit his artistic stride and while there are evidences of his burgeoning talent here mostly he plays sidekick to Rita Hayworth. And there's the problem. Rita Hayworth is gorgeous no doubt about that. But she's simply not a compelling screen presence. I've always found myself wanting to like her more than I actually do and this movie is no exception. She's simply not a very good actress and she's not even a very good dancer. Good looking as she is there's something vapid about her and this movie suffers because of it.<br /><br />Grade: C-"	0
59	Rita Hayworth plays a Brooklyn nightclub dancer named Rusty who specializes in cheesecake chorus revues, she manages to get herself on the cover of a national fashion magazine, but her impending success as a solo (with romantic offers all around) has smitten boss Gene Kelly chomping at the bit. Terribly tired piece of Technicolor cotton candy, with unmemorable musical sketches (the two worst of which are irrelevant flashbacks to the 1890s, with Hayworth portraying her own grandmother). Kelly, as always, dances well but acts with false sincerity, when he's serious, he's insufferable, and the rest of the time he's flying on adrenaline. The script is a lead weight, not even giving supporting players Phil Silvers and Eve Arden any good lines. *1/2 from ****	0
60	"Like 'Singin' in the Rain' 'Cover Girl' has a trio of two guys and a girl. In 'Cover Girl' Phil Silvers (Genius) is the comic relief. He corresponds to Donald O'Connor's funny man part in 'Singin in the Rain'. In Cover Girl Gene Kelly's love interest is Rita Hayworth and in 'Rain' it's Debbie Reynolds. That's where the comparison ends.<br /><br />Whereas ""Singin' in the Rain' is a classic American movie musical 'Cover Girl' is mediocrity incarnate. The story isn't very complicated. Rusty Parker (Rita Hayworth) is a dancer in Danny MacGuire's low-rent nightclub in Brooklyn. Rusty decides to enter a Cover Girl contest sponsored by a wealthy publisher John Coudair who made an unsuccessful play for Rusty's grandmother years ago. Coudair introduces Rusty to Broadway producer Noel Wheaton who makes her into a star. Danny feels slighted when Rusty starts showing up late for rehearsals at the nightclub and decides to close the club down and go on the road entertaining the troops along with his sidekick Genius. At the last minute with Rusty at the altar with Noel she realizes the error of her ways and runs back to Danny. They live happily ever after.<br /><br />Gene Kelly has the least developed part in the movie. All we find out about him is that he owns a nightclub and is madly in love with Rusty. Coudair and Wheaton act like besotted teenagers toward Rusty and Phil Silvers delivers some thoroughly goofy but unfunny shtick. The most interesting aspect of Rita Hayworth's performance is the scene in which she gets drunk. This foreshadows what happened to her in real life. Anyone who has read her biography will learn that she disliked Hollywood pined away for a normal home life which she could never attain but eventually began drinking and ended up with full-blown Alzheimer's during the last years of her life.<br /><br />Almost all of the songs in Cover Girl are old-fashioned and not very tuneful. Gene Kelly has only one really excellent dance number and that's the scene where he dances with his 'alter ego'. Earlier the trio has another number which is a pale precursor of 'Make em Laugh' from 'Singin' in the Rain'.<br /><br />The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal. A couple of decades later Raquel Welch had the same problem. Both actresses later in their careers would always try and find scripts that showcased their acting abilities. They wanted to be known as 'actresses' and not 'pinup girls'. Unfortunately 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain."	0
